citizen_code,geo_code,citizen,geo,values,TOTAL,NAT,FOR,EFTA_FOR,EU28_FOR
NR,BE,Nauru,Belgium,0,11311117,9977874,1327421,3474,875878
NZ,BE,New Zealand,Belgium,192,11311117,9977874,1327421,3474,875878
OM,BE,Oman,Belgium,13,11311117,9977874,1327421,3474,875878
PA,BE,Panama,Belgium,62,11311117,9977874,1327421,3474,875878
PE,BE,Peru,Belgium,1088,11311117,9977874,1327421,3474,875878
PF,BE,French Polynesia (FR),Belgium,0,11311117,9977874,1327421,3474,875878
PG,BE,Papua New Guinea,Belgium,0,11311117,9977874,1327421,3474,875878
PH,BE,Philippines,Belgium,4215,11311117,9977874,1327421,3474,875878
PK,BE,Pakistan,Belgium,5808,11311117,9977874,1327421,3474,875878
PL,BE,Poland,Belgium,70382,11311117,9977874,1327421,3474,875878
PM,BE,Saint Pierre and Miquelon (FR),Belgium,0,11311117,9977874,1327421,3474,875878
PN,BE,Pitcairn Islands (UK),Belgium,0,11311117,9977874,1327421,3474,875878
PS,BE,Palestine,Belgium,611,11311117,9977874,1327421,3474,875878
PT,BE,Portugal,Belgium,44166,11311117,9977874,1327421,3474,875878
PW,BE,Palau,Belgium,0,11311117,9977874,1327421,3474,875878
PY,BE,Paraguay,Belgium,204,11311117,9977874,1327421,3474,875878
QA,BE,Qatar,Belgium,4,11311117,9977874,1327421,3474,875878
RO,BE,Romania,Belgium,73155,11311117,9977874,1327421,3474,875878
RS,BE,Serbia,Belgium,4419,11311117,9977874,1327421,3474,875878
RU,BE,Russia,Belgium,14075,11311117,9977874,1327421,3474,875878
RW,BE,Rwanda,Belgium,3727,11311117,9977874,1327421,3474,875878
SA,BE,Saudi Arabia,Belgium,88,11311117,9977874,1327421,3474,875878
SB,BE,Solomon Islands,Belgium,2,11311117,9977874,1327421,3474,875878
SC,BE,Seychelles,Belgium,13,11311117,9977874,1327421,3474,875878
SD,BE,Sudan,Belgium,676,11311117,9977874,1327421,3474,875878
SE,BE,Sweden,Belgium,3843,11311117,9977874,1327421,3474,875878
SG,BE,Singapore,Belgium,219,11311117,9977874,1327421,3474,875878
SH,BE,"Saint Helena, Ascension and Tristan da Cunha (UK)",Belgium,0,11311117,9977874,1327421,3474,875878
SI,BE,Slovenia,Belgium,1113,11311117,9977874,1327421,3474,875878
SK,BE,Slovakia,Belgium,6053,11311117,9977874,1327421,3474,875878
SL,BE,Sierra Leone,Belgium,906,11311117,9977874,1327421,3474,875878
SM,BE,San Marino,Belgium,14,11311117,9977874,1327421,3474,875878
SN,BE,Senegal,Belgium,2895,11311117,9977874,1327421,3474,875878
SO,BE,Somalia,Belgium,4123,11311117,9977874,1327421,3474,875878
SR,BE,Suriname,Belgium,1286,11311117,9977874,1327421,3474,875878
SS,BE,South Sudan,Belgium,0,11311117,9977874,1327421,3474,875878
ST,BE,São Tomé and Príncipe,Belgium,14,11311117,9977874,1327421,3474,875878
SV,BE,El Salvador,Belgium,274,11311117,9977874,1327421,3474,875878
SX,BE,Sint Maarten,Belgium,0,11311117,9977874,1327421,3474,875878
SY,BE,Syria,Belgium,18042,11311117,9977874,1327421,3474,875878
SZ,BE,Swaziland,Belgium,11,11311117,9977874,1327421,3474,875878
TC,BE,Turks and Caicos Islands (UK),Belgium,0,11311117,9977874,1327421,3474,875878
TD,BE,Chad,Belgium,250,11311117,9977874,1327421,3474,875878
TG,BE,Togo,Belgium,2728,11311117,9977874,1327421,3474,875878
TH,BE,Thailand,Belgium,3667,11311117,9977874,1327421,3474,875878
TJ,BE,Tajikistan,Belgium,76,11311117,9977874,1327421,3474,875878
TL,BE,Timor-Leste,Belgium,4,11311117,9977874,1327421,3474,875878
TM,BE,Turkmenistan,Belgium,21,11311117,9977874,1327421,3474,875878
TN,BE,Tunisia,Belgium,5933,11311117,9977874,1327421,3474,875878
TO,BE,Tonga,Belgium,3,11311117,9977874,1327421,3474,875878
TR,BE,Turkey,Belgium,37088,11311117,9977874,1327421,3474,875878
TT,BE,Trinidad and Tobago,Belgium,28,11311117,9977874,1327421,3474,875878
TV,BE,Tuvalu,Belgium,1,11311117,9977874,1327421,3474,875878
TW,BE,Taiwan,Belgium,467,11311117,9977874,1327421,3474,875878
TZ,BE,Tanzania,Belgium,322,11311117,9977874,1327421,3474,875878
UA,BE,Ukraine,Belgium,5100,11311117,9977874,1327421,3474,875878
UG,BE,Uganda,Belgium,334,11311117,9977874,1327421,3474,875878
UK,BE,United Kingdom,Belgium,23503,11311117,9977874,1327421,3474,875878
US,BE,United States,Belgium,11139,11311117,9977874,1327421,3474,875878
UY,BE,Uruguay,Belgium,101,11311117,9977874,1327421,3474,875878
UZ,BE,Uzbekistan,Belgium,859,11311117,9977874,1327421,3474,875878
VA,BE,Vatican City State,Belgium,0,11311117,9977874,1327421,3474,875878
VC,BE,Saint Vincent and the Grenadines,Belgium,2,11311117,9977874,1327421,3474,875878
VE,BE,Venezuela,Belgium,527,11311117,9977874,1327421,3474,875878
VG,BE,British Virgin Islands (UK),Belgium,0,11311117,9977874,1327421,3474,875878
VN,BE,Vietnam,Belgium,1500,11311117,9977874,1327421,3474,875878
VU,BE,Vanuatu,Belgium,1,11311117,9977874,1327421,3474,875878
WF,BE,Wallis and Futuna (FR),Belgium,0,11311117,9977874,1327421,3474,875878
WS,BE,Samoa,Belgium,5,11311117,9977874,1327421,3474,875878
XK,BE,Kosovo (under United Nations Security Council Resolution 1244/99),Belgium,5560,11311117,9977874,1327421,3474,875878
YE,BE,Yemen,Belgium,166,11311117,9977874,1327421,3474,875878
ZA,BE,South Africa,Belgium,724,11311117,9977874,1327421,3474,875878
ZM,BE,Zambia,Belgium,99,11311117,9977874,1327421,3474,875878
ZW,BE,Zimbabwe,Belgium,140,11311117,9977874,1327421,3474,875878
AD,BG,Andorra,Bulgaria,0,7153784,7075726,73822,181,13112
AE,BG,United Arab Emirates,Bulgaria,11,7153784,7075726,73822,181,13112
AF,BG,Afghanistan,Bulgaria,226,7153784,7075726,73822,181,13112
AG,BG,Antigua and Barbuda,Bulgaria,3,7153784,7075726,73822,181,13112
AI,BG,Anguilla (UK),Bulgaria,0,7153784,7075726,73822,181,13112
AL,BG,Albania,Bulgaria,350,7153784,7075726,73822,181,13112
AM,BG,Armenia,Bulgaria,1192,7153784,7075726,73822,181,13112
AN,BG,Former Netherlands Antilles,Bulgaria,0,7153784,7075726,73822,181,13112
AO,BG,Angola,Bulgaria,2,7153784,7075726,73822,181,13112
AR,BG,Argentina,Bulgaria,21,7153784,7075726,73822,181,13112
AT,BG,Austria,Bulgaria,273,7153784,7075726,73822,181,13112
AU,BG,Australia,Bulgaria,67,7153784,7075726,73822,181,13112
AW,BG,Aruba (NL),Bulgaria,0,7153784,7075726,73822,181,13112
AZ,BG,Azerbaijan,Bulgaria,69,7153784,7075726,73822,181,13112
BA,BG,Bosnia and Herzegovina,Bulgaria,45,7153784,7075726,73822,181,13112
BB,BG,Barbados,Bulgaria,0,7153784,7075726,73822,181,13112
BD,BG,Bangladesh,Bulgaria,79,7153784,7075726,73822,181,13112
BE,BG,Belgium,Bulgaria,202,7153784,7075726,73822,181,13112
BF,BG,Burkina Faso,Bulgaria,0,7153784,7075726,73822,181,13112
BH,BG,Bahrain,Bulgaria,1,7153784,7075726,73822,181,13112
BI,BG,Burundi,Bulgaria,0,7153784,7075726,73822,181,13112
BJ,BG,Benin,Bulgaria,4,7153784,7075726,73822,181,13112
BL,BG,Saint-Barthélemy (FR),Bulgaria,0,7153784,7075726,73822,181,13112
BM,BG,Bermuda (UK),Bulgaria,0,7153784,7075726,73822,181,13112
BN,BG,Brunei Darussalam,Bulgaria,0,7153784,7075726,73822,181,13112
BO,BG,Bolivia,Bulgaria,4,7153784,7075726,73822,181,13112
BQ,BG,"Bonaire, Saint Eustatius and Saba",Bulgaria,0,7153784,7075726,73822,181,13112
BR,BG,Brazil,Bulgaria,78,7153784,7075726,73822,181,13112
BS,BG,Bahamas,Bulgaria,0,7153784,7075726,73822,181,13112
BT,BG,Bhutan,Bulgaria,1,7153784,7075726,73822,181,13112
BW,BG,Botswana,Bulgaria,2,7153784,7075726,73822,181,13112
BY,BG,Belarus,Bulgaria,523,7153784,7075726,73822,181,13112
BZ,BG,Belize,Bulgaria,1,7153784,7075726,73822,181,13112
CA,BG,Canada,Bulgaria,134,7153784,7075726,73822,181,13112
CD,BG,Democratic Republic of the Congo,Bulgaria,5,7153784,7075726,73822,181,13112
CF,BG,Central African Republic,Bulgaria,2,7153784,7075726,73822,181,13112
CG,BG,Congo,Bulgaria,5,7153784,7075726,73822,181,13112
CH,BG,Switzerland,Bulgaria,112,7153784,7075726,73822,181,13112
CI,BG,Côte d'Ivoire,Bulgaria,9,7153784,7075726,73822,181,13112
CL,BG,Chile,Bulgaria,9,7153784,7075726,73822,181,13112
CM,BG,Cameroon,Bulgaria,18,7153784,7075726,73822,181,13112
CN,BG,China (including Hong Kong),Bulgaria,1155,7153784,7075726,73822,181,13112
CO,BG,Colombia,Bulgaria,29,7153784,7075726,73822,181,13112
CR,BG,Costa Rica,Bulgaria,1,7153784,7075726,73822,181,13112
CU,BG,Cuba,Bulgaria,76,7153784,7075726,73822,181,13112
CV,BG,Cape Verde,Bulgaria,0,7153784,7075726,73822,181,13112
CW,BG,Curaçao,Bulgaria,0,7153784,7075726,73822,181,13112
CY,BG,Cyprus,Bulgaria,150,7153784,7075726,73822,181,13112
CZ,BG,Czech Republic,Bulgaria,431,7153784,7075726,73822,181,13112
DE,BG,Germany (until 1990 former territory of the FRG),Bulgaria,1328,7153784,7075726,73822,181,13112
DJ,BG,Djibouti,Bulgaria,0,7153784,7075726,73822,181,13112
DK,BG,Denmark,Bulgaria,106,7153784,7075726,73822,181,13112
DM,BG,Dominica,Bulgaria,3,7153784,7075726,73822,181,13112
DO,BG,Dominican Republic,Bulgaria,33,7153784,7075726,73822,181,13112
DZ,BG,Algeria,Bulgaria,115,7153784,7075726,73822,181,13112
EC,BG,Ecuador,Bulgaria,10,7153784,7075726,73822,181,13112
EE,BG,Estonia,Bulgaria,50,7153784,7075726,73822,181,13112
EG,BG,Egypt,Bulgaria,173,7153784,7075726,73822,181,13112
EH,BG,Western Sahara,Bulgaria,0,7153784,7075726,73822,181,13112
EL,BG,Greece,Bulgaria,2131,7153784,7075726,73822,181,13112
ER,BG,Eritrea,Bulgaria,2,7153784,7075726,73822,181,13112
ES,BG,Spain,Bulgaria,247,7153784,7075726,73822,181,13112
ET,BG,Ethiopia,Bulgaria,29,7153784,7075726,73822,181,13112
FI,BG,Finland,Bulgaria,69,7153784,7075726,73822,181,13112
FJ,BG,Fiji,Bulgaria,0,7153784,7075726,73822,181,13112
FK,BG,Falkland Islands (UK),Bulgaria,0,7153784,7075726,73822,181,13112
FM,BG,Federated States of Micronesia,Bulgaria,0,7153784,7075726,73822,181,13112
FO,BG,Faroes (DK),Bulgaria,0,7153784,7075726,73822,181,13112
FR,BG,France,Bulgaria,497,7153784,7075726,73822,181,13112
GA,BG,Gabon,Bulgaria,1,7153784,7075726,73822,181,13112
GD,BG,Grenada,Bulgaria,1,7153784,7075726,73822,181,13112
GE,BG,Georgia,Bulgaria,190,7153784,7075726,73822,181,13112
GG,BG,Guernsey,Bulgaria,0,7153784,7075726,73822,181,13112
GH,BG,Ghana,Bulgaria,12,7153784,7075726,73822,181,13112
GI,BG,Gibraltar (UK),Bulgaria,0,7153784,7075726,73822,181,13112
GL,BG,Greenland (DK),Bulgaria,0,7153784,7075726,73822,181,13112
GM,BG,"Gambia, The",Bulgaria,3,7153784,7075726,73822,181,13112
GN,BG,Guinea,Bulgaria,6,7153784,7075726,73822,181,13112
GQ,BG,Equatorial Guinea,Bulgaria,0,7153784,7075726,73822,181,13112
GT,BG,Guatemala,Bulgaria,2,7153784,7075726,73822,181,13112
GW,BG,Guinea-Bissau,Bulgaria,1,7153784,7075726,73822,181,13112
GY,BG,Guyana,Bulgaria,0,7153784,7075726,73822,181,13112
HN,BG,Honduras,Bulgaria,3,7153784,7075726,73822,181,13112
HR,BG,Croatia,Bulgaria,61,7153784,7075726,73822,181,13112
HT,BG,Haiti,Bulgaria,2,7153784,7075726,73822,181,13112
HU,BG,Hungary,Bulgaria,144,7153784,7075726,73822,181,13112
ID,BG,Indonesia,Bulgaria,31,7153784,7075726,73822,181,13112
IE,BG,Ireland,Bulgaria,109,7153784,7075726,73822,181,13112
IL,BG,Israel,Bulgaria,403,7153784,7075726,73822,181,13112
IM,BG,Isle of Man,Bulgaria,0,7153784,7075726,73822,181,13112
IN,BG,India,Bulgaria,263,7153784,7075726,73822,181,13112
IQ,BG,Iraq,Bulgaria,922,7153784,7075726,73822,181,13112
IR,BG,Iran,Bulgaria,295,7153784,7075726,73822,181,13112
IS,BG,Iceland,Bulgaria,13,7153784,7075726,73822,181,13112
IT,BG,Italy,Bulgaria,893,7153784,7075726,73822,181,13112
JE,BG,Jersey,Bulgaria,0,7153784,7075726,73822,181,13112
JM,BG,Jamaica,Bulgaria,2,7153784,7075726,73822,181,13112
JO,BG,Jordan,Bulgaria,162,7153784,7075726,73822,181,13112
JP,BG,Japan,Bulgaria,99,7153784,7075726,73822,181,13112
KE,BG,Kenya,Bulgaria,9,7153784,7075726,73822,181,13112
KG,BG,Kyrgyzstan,Bulgaria,83,7153784,7075726,73822,181,13112
KH,BG,Cambodia,Bulgaria,7,7153784,7075726,73822,181,13112
KI,BG,Kiribati,Bulgaria,0,7153784,7075726,73822,181,13112
KM,BG,Comoros,Bulgaria,0,7153784,7075726,73822,181,13112
KN,BG,Saint Kitts and Nevis,Bulgaria,0,7153784,7075726,73822,181,13112
KP,BG,North Korea,Bulgaria,46,7153784,7075726,73822,181,13112
KR,BG,South Korea,Bulgaria,171,7153784,7075726,73822,181,13112
KW,BG,Kuwait,Bulgaria,4,7153784,7075726,73822,181,13112
KY,BG,Cayman Islands (UK),Bulgaria,0,7153784,7075726,73822,181,13112
KZ,BG,Kazakhstan,Bulgaria,833,7153784,7075726,73822,181,13112
LA,BG,Laos,Bulgaria,0,7153784,7075726,73822,181,13112
LB,BG,Lebanon,Bulgaria,476,7153784,7075726,73822,181,13112
LC,BG,Saint Lucia,Bulgaria,0,7153784,7075726,73822,181,13112
LI,BG,Liechtenstein,Bulgaria,0,7153784,7075726,73822,181,13112
LK,BG,Sri Lanka,Bulgaria,10,7153784,7075726,73822,181,13112
LR,BG,Liberia,Bulgaria,1,7153784,7075726,73822,181,13112
LS,BG,Lesotho,Bulgaria,0,7153784,7075726,73822,181,13112
LT,BG,Lithuania,Bulgaria,86,7153784,7075726,73822,181,13112
LU,BG,Luxembourg,Bulgaria,8,7153784,7075726,73822,181,13112
LV,BG,Latvia,Bulgaria,99,7153784,7075726,73822,181,13112
LY,BG,Libya,Bulgaria,57,7153784,7075726,73822,181,13112
MA,BG,Morocco,Bulgaria,56,7153784,7075726,73822,181,13112
MC,BG,Monaco,Bulgaria,1,7153784,7075726,73822,181,13112
MD,BG,Moldova,Bulgaria,1019,7153784,7075726,73822,181,13112
ME,BG,Montenegro,Bulgaria,21,7153784,7075726,73822,181,13112
MG,BG,Madagascar,Bulgaria,0,7153784,7075726,73822,181,13112
MH,BG,Marshall Islands,Bulgaria,0,7153784,7075726,73822,181,13112
MK,BG,"Former Yugoslav Republic of Macedonia, the",Bulgaria,1368,7153784,7075726,73822,181,13112
ML,BG,Mali,Bulgaria,3,7153784,7075726,73822,181,13112
MM,BG,Myanmar/Burma,Bulgaria,0,7153784,7075726,73822,181,13112
MN,BG,Mongolia,Bulgaria,47,7153784,7075726,73822,181,13112
MR,BG,Mauritania,Bulgaria,1,7153784,7075726,73822,181,13112
MS,BG,Montserrat (UK),Bulgaria,0,7153784,7075726,73822,181,13112
MT,BG,Malta,Bulgaria,15,7153784,7075726,73822,181,13112
MU,BG,Mauritius,Bulgaria,2,7153784,7075726,73822,181,13112
MV,BG,Maldives,Bulgaria,2,7153784,7075726,73822,181,13112
MW,BG,Malawi,Bulgaria,0,7153784,7075726,73822,181,13112
MX,BG,Mexico,Bulgaria,37,7153784,7075726,73822,181,13112
MY,BG,Malaysia,Bulgaria,0,7153784,7075726,73822,181,13112
MZ,BG,Mozambique,Bulgaria,5,7153784,7075726,73822,181,13112
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,BG,New Caledonia (FR),Bulgaria,0,7153784,7075726,73822,181,13112
NE,BG,Niger,Bulgaria,2,7153784,7075726,73822,181,13112
NG,BG,Nigeria,Bulgaria,127,7153784,7075726,73822,181,13112
NI,BG,Nicaragua,Bulgaria,11,7153784,7075726,73822,181,13112
NL,BG,Netherlands,Bulgaria,323,7153784,7075726,73822,181,13112
NO,BG,Norway,Bulgaria,56,7153784,7075726,73822,181,13112
NP,BG,Nepal,Bulgaria,12,7153784,7075726,73822,181,13112
NR,BG,Nauru,Bulgaria,0,7153784,7075726,73822,181,13112
NZ,BG,New Zealand,Bulgaria,27,7153784,7075726,73822,181,13112
OM,BG,Oman,Bulgaria,2,7153784,7075726,73822,181,13112
PA,BG,Panama,Bulgaria,3,7153784,7075726,73822,181,13112
PE,BG,Peru,Bulgaria,19,7153784,7075726,73822,181,13112
PF,BG,French Polynesia (FR),Bulgaria,0,7153784,7075726,73822,181,13112
PG,BG,Papua New Guinea,Bulgaria,2,7153784,7075726,73822,181,13112
PH,BG,Philippines,Bulgaria,82,7153784,7075726,73822,181,13112
PK,BG,Pakistan,Bulgaria,192,7153784,7075726,73822,181,13112
PL,BG,Poland,Bulgaria,1021,7153784,7075726,73822,181,13112
PM,BG,Saint Pierre and Miquelon (FR),Bulgaria,0,7153784,7075726,73822,181,13112
PN,BG,Pitcairn Islands (UK),Bulgaria,0,7153784,7075726,73822,181,13112
PS,BG,Palestine,Bulgaria,5,7153784,7075726,73822,181,13112
PT,BG,Portugal,Bulgaria,57,7153784,7075726,73822,181,13112
PW,BG,Palau,Bulgaria,0,7153784,7075726,73822,181,13112
PY,BG,Paraguay,Bulgaria,1,7153784,7075726,73822,181,13112
QA,BG,Qatar,Bulgaria,1,7153784,7075726,73822,181,13112
RO,BG,Romania,Bulgaria,543,7153784,7075726,73822,181,13112
RS,BG,Serbia,Bulgaria,906,7153784,7075726,73822,181,13112
RU,BG,Russia,Bulgaria,19653,7153784,7075726,73822,181,13112
RW,BG,Rwanda,Bulgaria,0,7153784,7075726,73822,181,13112
SA,BG,Saudi Arabia,Bulgaria,5,7153784,7075726,73822,181,13112
SB,BG,Solomon Islands,Bulgaria,0,7153784,7075726,73822,181,13112
SC,BG,Seychelles,Bulgaria,0,7153784,7075726,73822,181,13112
SD,BG,Sudan,Bulgaria,33,7153784,7075726,73822,181,13112
SE,BG,Sweden,Bulgaria,108,7153784,7075726,73822,181,13112
SG,BG,Singapore,Bulgaria,1,7153784,7075726,73822,181,13112
SH,BG,"Saint Helena, Ascension and Tristan da Cunha (UK)",Bulgaria,0,7153784,7075726,73822,181,13112
SI,BG,Slovenia,Bulgaria,41,7153784,7075726,73822,181,13112
SK,BG,Slovakia,Bulgaria,241,7153784,7075726,73822,181,13112
SL,BG,Sierra Leone,Bulgaria,1,7153784,7075726,73822,181,13112
SM,BG,San Marino,Bulgaria,1,7153784,7075726,73822,181,13112
SN,BG,Senegal,Bulgaria,6,7153784,7075726,73822,181,13112
SO,BG,Somalia,Bulgaria,20,7153784,7075726,73822,181,13112
SR,BG,Suriname,Bulgaria,1,7153784,7075726,73822,181,13112
SS,BG,South Sudan,Bulgaria,0,7153784,7075726,73822,181,13112
ST,BG,São Tomé and Príncipe,Bulgaria,3,7153784,7075726,73822,181,13112
SV,BG,El Salvador,Bulgaria,5,7153784,7075726,73822,181,13112
SX,BG,Sint Maarten,Bulgaria,0,7153784,7075726,73822,181,13112
SY,BG,Syria,Bulgaria,11008,7153784,7075726,73822,181,13112
SZ,BG,Swaziland,Bulgaria,0,7153784,7075726,73822,181,13112
TC,BG,Turks and Caicos Islands (UK),Bulgaria,0,7153784,7075726,73822,181,13112
TD,BG,Chad,Bulgaria,0,7153784,7075726,73822,181,13112
TG,BG,Togo,Bulgaria,2,7153784,7075726,73822,181,13112
TH,BG,Thailand,Bulgaria,39,7153784,7075726,73822,181,13112
TJ,BG,Tajikistan,Bulgaria,22,7153784,7075726,73822,181,13112
TL,BG,Timor-Leste,Bulgaria,0,7153784,7075726,73822,181,13112
TM,BG,Turkmenistan,Bulgaria,96,7153784,7075726,73822,181,13112
TN,BG,Tunisia,Bulgaria,71,7153784,7075726,73822,181,13112
TO,BG,Tonga,Bulgaria,0,7153784,7075726,73822,181,13112
TR,BG,Turkey,Bulgaria,9074,7153784,7075726,73822,181,13112
TT,BG,Trinidad and Tobago,Bulgaria,2,7153784,7075726,73822,181,13112
TV,BG,Tuvalu,Bulgaria,0,7153784,7075726,73822,181,13112
TW,BG,Taiwan,Bulgaria,10,7153784,7075726,73822,181,13112
TZ,BG,Tanzania,Bulgaria,7,7153784,7075726,73822,181,13112
UA,BG,Ukraine,Bulgaria,4339,7153784,7075726,73822,181,13112
UG,BG,Uganda,Bulgaria,1,7153784,7075726,73822,181,13112
UK,BG,United Kingdom,Bulgaria,3879,7153784,7075726,73822,181,13112
US,BG,United States,Bulgaria,921,7153784,7075726,73822,181,13112
UY,BG,Uruguay,Bulgaria,6,7153784,7075726,73822,181,13112
UZ,BG,Uzbekistan,Bulgaria,122,7153784,7075726,73822,181,13112
VA,BG,Vatican City State,Bulgaria,0,7153784,7075726,73822,181,13112
VC,BG,Saint Vincent and the Grenadines,Bulgaria,0,7153784,7075726,73822,181,13112
VE,BG,Venezuela,Bulgaria,16,7153784,7075726,73822,181,13112
VG,BG,British Virgin Islands (UK),Bulgaria,0,7153784,7075726,73822,181,13112
VN,BG,Vietnam,Bulgaria,425,7153784,7075726,73822,181,13112
VU,BG,Vanuatu,Bulgaria,0,7153784,7075726,73822,181,13112
WF,BG,Wallis and Futuna (FR),Bulgaria,0,7153784,7075726,73822,181,13112
WS,BG,Samoa,Bulgaria,4,7153784,7075726,73822,181,13112
XK,BG,Kosovo (under United Nations Security Council Resolution 1244/99),Bulgaria,58,7153784,7075726,73822,181,13112
YE,BG,Yemen,Bulgaria,28,7153784,7075726,73822,181,13112
ZA,BG,South Africa,Bulgaria,85,7153784,7075726,73822,181,13112
ZM,BG,Zambia,Bulgaria,6,7153784,7075726,73822,181,13112
ZW,BG,Zimbabwe,Bulgaria,8,7153784,7075726,73822,181,13112
AD,CH,Andorra,Switzerland,27,8327126,6278459,2047200,4061,1357557
AE,CH,United Arab Emirates,Switzerland,76,8327126,6278459,2047200,4061,1357557
AF,CH,Afghanistan,Switzerland,6957,8327126,6278459,2047200,4061,1357557
AG,CH,Antigua and Barbuda,Switzerland,13,8327126,6278459,2047200,4061,1357557
AI,CH,Anguilla (UK),Switzerland,0,8327126,6278459,2047200,4061,1357557
AL,CH,Albania,Switzerland,1590,8327126,6278459,2047200,4061,1357557
AM,CH,Armenia,Switzerland,703,8327126,6278459,2047200,4061,1357557
AN,CH,Former Netherlands Antilles,Switzerland,0,8327126,6278459,2047200,4061,1357557
AO,CH,Angola,Switzerland,3703,8327126,6278459,2047200,4061,1357557
AR,CH,Argentina,Switzerland,1769,8327126,6278459,2047200,4061,1357557
AT,CH,Austria,Switzerland,41145,8327126,6278459,2047200,4061,1357557
AU,CH,Australia,Switzerland,3287,8327126,6278459,2047200,4061,1357557
AW,CH,Aruba (NL),Switzerland,0,8327126,6278459,2047200,4061,1357557
AZ,CH,Azerbaijan,Switzerland,621,8327126,6278459,2047200,4061,1357557
BA,CH,Bosnia and Herzegovina,Switzerland,31905,8327126,6278459,2047200,4061,1357557
BB,CH,Barbados,Switzerland,38,8327126,6278459,2047200,4061,1357557
BD,CH,Bangladesh,Switzerland,1766,8327126,6278459,2047200,4061,1357557
BE,CH,Belgium,Switzerland,12927,8327126,6278459,2047200,4061,1357557
BF,CH,Burkina Faso,Switzerland,421,8327126,6278459,2047200,4061,1357557
BG,CH,Bulgaria,Switzerland,6443,8327126,6278459,2047200,4061,1357557
BH,CH,Bahrain,Switzerland,53,8327126,6278459,2047200,4061,1357557
BI,CH,Burundi,Switzerland,278,8327126,6278459,2047200,4061,1357557
BJ,CH,Benin,Switzerland,367,8327126,6278459,2047200,4061,1357557
BL,CH,Saint-Barthélemy (FR),Switzerland,0,8327126,6278459,2047200,4061,1357557
BM,CH,Bermuda (UK),Switzerland,0,8327126,6278459,2047200,4061,1357557
BN,CH,Brunei Darussalam,Switzerland,22,8327126,6278459,2047200,4061,1357557
BO,CH,Bolivia,Switzerland,1933,8327126,6278459,2047200,4061,1357557
BQ,CH,"Bonaire, Saint Eustatius and Saba",Switzerland,0,8327126,6278459,2047200,4061,1357557
BR,CH,Brazil,Switzerland,19751,8327126,6278459,2047200,4061,1357557
BS,CH,Bahamas,Switzerland,27,8327126,6278459,2047200,4061,1357557
